Source,Main Measure,Detailed Measure,Region,Age,Race,Units,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,
REMI v3.1,Labor Force,Labor Force Population - Total,King County,Ages 16-100,Hispanic,Thousands,72.429,76.199,80.175,84.137,89.09,94.787,99.812,106.366,113.267,118.254,120.92,124.333,128.444,132.657,137.204,142.901,148.137,152.504,157.858,163.515,165.367,170.991,178.069,185.585,192.271,198.897,205.188,211.307,217.364,223.663,229.924,236.387,242.993,249.6,255.851,261.853,267.62,273.499,279.436,285.452,291.567,297.798,304.152,310.652,317.309,324.144,331.137,338.3,345.648,353.157,360.827,368.651,376.611,384.682,392.866,401.132,409.408,417.655,425.839,433.945,
REMI v3.1,Labor Force,Labor Force Population - Total,Kitsap County,Ages 16-100,All Races,Thousands,175.47,179.451,181.307,184.253,183.333,189.168,189.855,188.416,190.404,191.88,190.561,193.282,194.887,195.391,199.952,204.895,206.595,208.118,208.221,212.89,212.799,213.584,214.534,215.721,216.736,217.629,218.456,219.278,220.233,221.172,222.102,223.062,224.002,224.785,225.362,226.006,226.52,227.338,228.089,228.77,229.407,229.989,230.531,231.056,231.581,232.118,232.693,233.327,234.007,234.748,235.536,236.399,237.323,238.283,239.297,240.358,241.45,242.576,243.722,244.874,
REMI v3.1,Labor Force,Labor Force Population - Total,Kitsap County,Ages 16-100,White-NonHispanic,Thousands,148.975,151.741,152.965,154.78,153.63,157.637,157.832,156.58,157.791,158.298,156.73,157.884,158.582,158.628,161.411,164.373,165.032,165.68,165.192,167.61,167.434,167.398,167.46,167.699,167.815,167.84,167.847,167.768,167.83,167.852,167.899,167.978,167.934,167.766,167.445,167.088,166.545,166.196,165.781,165.3,164.773,164.195,163.579,162.942,162.297,161.656,161.039,160.459,159.913,159.41,158.948,158.54,158.182,157.859,157.583,157.351,157.148,156.976,156.823,156.68,
REMI v3.1,Labor Force,Labor Force Population - Total,Kitsap County,Ages 16-100,Black-NonHispanic,Thousands,3.798,3.892,3.688,3.832,3.668,4.033,3.968,3.311,3.331,3.445,3.056,3.44,3.67,3.401,3.674,3.95,3.909,3.9,3.682,4.543,4.331,4.392,4.432,4.466,4.511,4.552,4.587,4.635,4.689,4.741,4.8,4.849,4.9,4.954,4.999,5.053,5.108,5.193,5.278,5.362,5.444,5.525,5.605,5.686,5.766,5.847,5.928,6.009,6.089,6.168,6.244,6.324,6.404,6.483,6.563,6.644,6.724,6.805,6.887,6.968,
REMI v3.1,Labor Force,Labor Force Population - Total,Kitsap County,Ages 16-100,Other-NonHispanic,Thousands,16.321,16.959,17.482,18.003,18.247,18.979,19.317,19.767,20.12,20.549,20.763,21.301,21.682,22.105,22.872,23.72,24.37,24.797,25.12,25.76,26.054,26.486,26.989,27.521,28.01,28.488,28.928,29.422,29.939,30.412,30.878,31.366,31.91,32.372,32.781,33.284,33.826,34.41,34.996,35.584,36.176,36.768,37.361,37.959,38.564,39.177,39.801,40.443,41.098,41.768,42.449,43.142,43.845,44.55,45.259,45.968,46.676,47.385,48.092,48.797,
REMI v3.1,Labor Force,Labor Force Population - Total,Kitsap County,Ages 16-100,Hispanic,Thousands,6.377,6.859,7.171,7.639,7.788,8.519,8.738,8.758,9.162,9.589,10.012,10.657,10.953,11.258,11.995,12.851,13.284,13.741,14.228,14.976,14.98,15.308,15.653,16.036,16.4,16.748,17.094,17.453,17.774,18.168,18.525,18.87,19.259,19.693,20.137,20.582,21.04,21.538,22.034,22.525,23.014,23.501,23.986,24.47,24.954,25.438,25.925,26.416,26.908,27.402,27.896,28.393,28.892,29.39,29.891,30.396,30.902,31.41,31.92,32.429,
REMI v3.1,Labor Force,Labor Force Population - Total,Pierce County,Ages 16-100,All Races,Thousands,519.869,530.638,536.858,544.628,554.25,568.281,576.505,578.012,592.574,599.605,612.443,622.472,625.028,637.424,650.072,668.337,680.617,693.859,700.813,701.835,706.484,715.11,724.93,735.913,745.879,755.612,764.661,773.224,781.511,789.689,797.641,806.018,813.656,820.598,827.007,832.835,838.217,845.067,851.789,858.392,864.9,871.301,877.637,883.947,890.331,896.813,903.424,910.203,917.192,924.418,931.848,939.498,947.316,955.267,963.33,971.465,979.582,987.628,995.566,1003.342,
REMI v3.1,Labor Force,Labor Force Population - Total,Pierce County,Ages 16-100,White-NonHispanic,Thousands,410.514,415.813,418.106,422.006,426.525,433.663,437.221,435.706,442.394,444.663,451.294,455.555,455.016,460.54,465.681,474.003,478.21,483.105,483.138,478.415,476.303,479.139,482.53,486.713,490.324,493.658,496.626,499.129,501.618,503.961,506.031,508.208,509.949,511.182,512.022,512.496,512.666,513.607,514.387,515.016,515.506,515.855,516.09,516.24,516.366,516.492,516.639,516.827,517.093,517.453,517.898,518.444,519.068,519.756,520.504,521.295,522.083,522.843,523.552,524.184,
REMI v3.1,Labor Force,Labor Force Population - Total,Pierce County,Ages 16-100,Black-NonHispanic,Thousands,30.376,31.491,31.761,32.084,32.761,33.831,34.023,33.371,35.227,36.438,37.951,39.435,39.752,40.822,42.256,44.266,45.312,47.063,47.84,48.287,49.267,49.835,50.467,51.144,51.767,52.361,52.888,53.371,53.812,54.24,54.681,55.113,55.536,55.95,56.271,56.597,56.898,57.401,57.895,58.375,58.844,59.301,59.75,60.195,60.64,61.087,61.538,61.996,62.462,62.94,63.426,63.927,64.437,64.958,65.488,66.026,66.566,67.106,67.646,68.18,
REMI v3.1,Labor Force,Labor Force Population - Total,Pierce County,Ages 16-100,Other-NonHispanic,Thousands,54.191,56.545,58.547,60.373,62.765,65.891,68.389,70.436,73.166,75.044,77.481,79.779,81.332,84.421,88.021,92.413,96.397,100.133,103.414,106.167,109.119,111.928,115.105,118.523,121.665,124.882,127.965,131.217,134.23,137.29,140.19,143.338,146.391,149.109,151.73,154.517,157.379,160.462,163.567,166.695,169.852,173.027,176.23,179.462,182.745,186.079,189.473,192.941,196.486,200.113,203.812,207.579,211.399,215.261,219.155,223.068,226.979,230.874,234.749,238.591,
REMI v3.1,Labor Force,Labor Force Population - Total,Pierce County,Ages 16-100,Hispanic,Thousands,24.788,26.789,28.444,30.165,32.199,34.895,36.872,38.499,41.787,43.46,45.717,47.704,48.928,51.642,54.113,57.655,60.698,63.557,66.421,68.966,71.794,74.208,76.827,79.533,82.122,84.712,87.182,89.506,91.85,94.197,96.74,99.358,101.78,104.357,106.984,109.224,111.275,113.596,115.94,118.306,120.698,123.117,125.568,128.051,130.579,133.155,135.775,138.439,141.151,143.912,146.711,149.549,152.412,155.292,158.184,161.076,163.954,166.805,169.619,172.387,
REMI v3.1,Labor Force,Labor Force Population - Total,Snohomish County,Ages 16-100,All Races,Thousands,465.712,474.438,479.582,487.589,498.861,512.948,524.833,536.287,546.033,555.378,559.635,571.336,583.404,593.591,604.736,619.113,633.722,642.827,649.921,656.411,662.004,672.003,683.585,696.362,708.715,720.405,731.109,741.09,751.032,761.327,771.329,781.852,791.897,801.317,809.998,817.752,824.478,831.256,837.707,843.972,850.132,856.228,862.297,868.404,874.572,880.881,887.345,893.977,900.813,907.821,915.01,922.396,929.886,937.437,945.048,952.647,960.107,967.351,974.395,981.194,
REMI v3.1,Labor Force,Labor Force Population - Total,Snohomish County,Ages 16-100,White-NonHispanic,Thousands,393.354,396.977,398.17,401.16,406.145,412.822,417.45,421.789,425.834,429.471,430.462,436.243,442.259,446.406,450.349,456.387,460.962,461.342,460.008,458.087,455.282,458.868,463.155,468.261,473.218,477.7,481.559,484.829,487.993,491.445,494.621,497.997,500.904,503.381,505.429,506.813,507.662,508.381,508.831,509.098,509.232,509.263,509.214,509.127,509.021,508.945,508.91,508.924,509.015,509.173,509.405,509.728,510.099,510.5,510.939,511.387,511.781,512.084,512.307,512.426,
REMI v3.1,Labor Force,Labor Force Population - Total,Snohomish County,Ages 16-100,Black-NonHispanic,Thousands,6.77,7.248,7.42,7.837,8.529,9.27,9.933,10.984,11.361,12.193,12.36,13.588,14.625,15.238,16.099,17.236,18.94,20.056,21.039,22.443,23.227,23.638,24.145,24.706,25.28,25.795,26.283,26.741,27.223,27.707,28.205,28.691,29.157,29.622,30.069,30.45,30.788,31.134,31.466,31.79,32.107,32.418,32.724,33.026,33.327,33.625,33.924,34.222,34.52,34.818,35.117,35.415,35.713,36.009,36.304,36.596,36.881,37.158,37.427,37.688,
REMI v3.1,Labor Force,Labor Force Population - Total,Snohomish County,Ages 16-100,Other-NonHispanic,Thousands,44.965,47.798,50.016,52.78,56.012,59.978,63.842,67.277,70.145,72.991,75.555,78.879,82.257,86.085,90.413,95.213,100.6,105.797,110.783,115.316,120.669,124.193,128.324,132.638,136.712,140.715,144.529,148.349,152.258,156.203,160.181,164.217,168.362,172.427,176.254,180.031,183.568,187.241,190.858,194.446,198.023,201.592,205.161,208.747,212.353,216.003,219.706,223.47,227.303,231.198,235.16,239.194,243.274,247.389,251.536,255.689,259.811,263.878,267.895,271.851,
REMI v3.1,Labor Force,Labor Force Population - Total,Snohomish County,Ages 16-100,Hispanic,Thousands,20.623,22.416,23.975,25.812,28.175,30.879,33.608,36.238,38.693,40.723,41.258,42.626,44.263,45.862,47.876,50.277,53.22,55.632,58.091,60.565,62.826,65.305,67.961,70.757,73.505,76.195,78.737,81.171,83.558,85.972,88.322,90.946,93.474,95.888,98.246,100.458,102.46,104.5,106.553,108.638,110.77,112.955,115.198,117.503,119.872,122.308,124.806,127.361,129.974,132.632,135.328,138.058,140.799,143.538,146.269,148.976,151.634,154.23,156.765,159.229,
REMI v3.1,Population,Natural Growth,Region,All Ages (0-100),All Races,Thousands,21.328,20.606,20.664,21.708,21.434,23.764,25.39,25.061,26.071,24.408,22.602,23.545,23.117,23.628,23.031,24.079,22.325,21.169,19.735,16.83,10.658,19.664,19.472,19.325,19.014,18.503,17.84,17.048,16.194,15.342,14.5,13.721,13.015,12.403,11.863,11.382,10.929,10.486,10.037,9.612,9.197,8.808,8.451,8.132,7.839,7.599,7.398,7.239,7.162,7.148,7.186,7.272,7.406,7.58,7.781,7.994,8.194,8.365,8.481,8.54,
REMI v3.1,Population,Natural Growth,Region,All Ages (0-100),White-NonHispanic,Thousands,8.11,6.783,6.146,6.111,5.895,6.74,7.017,6.041,6.462,5.525,3.667,4.746,4.109,4.358,3.529,3.853,2.1,1.728,0.825,-2.053,-6.196,0.251,-0.232,-0.741,-1.331,-2.02,-2.794,-3.637,-4.516,-5.384,-6.242,-7.062,-7.827,-8.529,-9.171,-9.76,-10.311,-10.827,-11.316,-11.759,-12.171,-12.55,-12.894,-13.196,-13.457,-13.681,-13.861,-14.016,-14.102,-14.15,-14.167,-14.158,-14.12,-14.053,-13.971,-13.881,-13.794,-13.717,-13.656,-13.622,
REMI v3.1,Population,Natural Growth,Region,All Ages (0-100),Black-NonHispanic,Thousands,1.98,1.918,1.966,1.921,2.008,2.134,2.305,2.3,2.169,1.927,1.932,1.824,1.871,1.953,1.91,1.919,1.877,1.871,1.67,1.566,1.138,1.526,1.507,1.489,1.47,1.445,1.411,1.374,1.333,1.287,1.244,1.202,1.161,1.124,1.089,1.056,1.026,0.995,0.965,0.937,0.906,0.876,0.848,0.817,0.786,0.757,0.726,0.695,0.664,0.639,0.615,0.593,0.579,0.567,0.558,0.551,0.545,0.542,0.539,0.535,
REMI v3.1,Population,Natural Growth,Region,All Ages (0-100),Other-NonHispanic,Thousands,6.501,6.785,6.719,6.921,6.926,7.554,8.013,8.266,9.028,9.05,8.784,8.885,9.08,9.325,9.64,9.911,9.729,9.261,9.572,10.181,9.023,10.626,10.823,11.052,11.206,11.275,11.291,11.264,11.223,11.183,11.151,11.15,11.166,11.215,11.284,11.366,11.453,11.53,11.592,11.643,11.687,11.73,11.782,11.835,11.872,11.926,11.975,12.036,12.105,12.184,12.273,12.37,12.479,12.593,12.714,12.832,12.938,13.024,13.079,13.114,
REMI v3.1,Population,Natural Growth,Region,All Ages (0-100),Hispanic,Thousands,4.737,5.12,5.833,6.755,6.605,7.335,8.056,8.455,8.412,7.906,8.219,8.091,8.057,7.991,7.952,8.396,8.619,8.31,7.668,7.137,6.693,7.261,7.375,7.524,7.669,7.804,7.932,8.047,8.154,8.257,8.348,8.431,8.515,8.593,8.661,8.72,8.761,8.788,8.796,8.791,8.775,8.751,8.715,8.676,8.637,8.596,8.557,8.524,8.496,8.476,8.466,8.466,8.467,8.473,8.481,8.492,8.506,8.516,8.519,8.513,
REMI v3.1,Population,Natural Growth,King County,All Ages (0-100),All Races,Thousands,10.524,10.338,10.463,11.129,11.26,12.041,13.187,13.043,13.611,13.166,12.362,12.515,12.674,12.918,12.423,13.041,12.595,11.733,10.844,9.489,6.638,11.195,11.256,11.353,11.33,11.157,10.873,10.503,10.081,9.659,9.232,8.837,8.497,8.217,7.977,7.77,7.588,7.417,7.257,7.12,6.999,6.902,6.816,6.746,6.695,6.664,6.643,6.627,6.655,6.699,6.756,6.823,6.905,6.991,7.08,7.164,7.239,7.293,7.315,7.307,
REMI v3.1,Population,Natural Growth,King County,All Ages (0-100),White-NonHispanic,Thousands,3.01,2.531,2.321,2.352,2.375,2.476,2.754,2.281,2.557,2.442,1.524,1.842,1.665,1.814,1.305,1.595,1.012,0.799,0.497,-0.767,-2.696,0.414,0.245,0.067,-0.162,-0.459,-0.812,-1.21,-1.634,-2.058,-2.481,-2.883,-3.255,-3.595,-3.907,-4.195,-4.464,-4.711,-4.943,-5.148,-5.332,-5.493,-5.637,-5.762,-5.865,-5.952,-6.023,-6.087,-6.118,-6.137,-6.147,-6.153,-6.151,-6.141,-6.13,-6.121,-6.115,-6.12,-6.134,-6.159,
REMI v3.1,Population,Natural Growth,King County,All Ages (0-100),Black-NonHispanic,Thousands,1.202,1.164,1.221,1.204,1.328,1.374,1.535,1.551,1.425,1.284,1.333,1.213,1.259,1.314,1.265,1.217,1.285,1.245,1.051,0.931,0.746,0.99,0.989,0.99,0.989,0.983,0.97,0.955,0.937,0.919,0.902,0.885,0.871,0.858,0.848,0.838,0.829,0.82,0.811,0.804,0.795,0.786,0.776,0.765,0.753,0.741,0.728,0.713,0.697,0.683,0.669,0.656,0.645,0.634,0.624,0.616,0.61,0.606,0.603,0.601,
REMI v3.1,Population,Natural Growth,King County,All Ages (0-100),Other-NonHispanic,Thousands,3.777,3.889,3.942,4.177,4.19,4.524,4.796,4.913,5.37,5.401,5.344,5.462,5.615,5.848,6.059,6.101,6.115,5.734,5.646,5.859,5.263,6.21,6.378,6.566,6.693,6.758,6.778,6.767,6.736,6.708,6.674,6.651,6.648,6.672,6.709,6.76,6.822,6.879,6.937,6.996,7.055,7.117,7.179,7.239,7.298,7.361,7.419,7.478,7.544,7.61,7.676,7.746,7.818,7.884,7.95,8.011,8.062,8.103,8.124,8.13,
REMI v3.1,Population,Natural Growth,King County,All Ages (0-100),Hispanic,Thousands,2.536,2.755,2.98,3.395,3.367,3.668,4.101,4.299,4.259,4.039,4.161,3.998,4.135,3.942,3.794,4.128,4.183,3.955,3.65,3.466,3.325,3.581,3.644,3.729,3.81,3.875,3.936,3.991,4.041,4.09,4.138,4.183,4.233,4.281,4.327,4.368,4.402,4.43,4.451,4.467,4.481,4.492,4.498,4.504,4.509,4.513,4.518,4.523,4.531,4.542,4.557,4.575,4.594,4.614,4.635,4.658,4.682,4.704,4.721,4.735,
REMI v3.1,Population,Natural Growth,Kitsap County,All Ages (0-100),All Races,Thousands,1.187,1.16,1.272,1.148,1.125,1.293,1.18,1.009,1.096,1.018,0.928,1.109,0.862,0.849,0.886,0.925,0.835,0.703,0.704,0.354,-0.077,0.528,0.471,0.411,0.339,0.262,0.181,0.097,0.012,-0.073,-0.156,-0.235,-0.315,-0.386,-0.454,-0.517,-0.576,-0.634,-0.69,-0.741,-0.786,-0.827,-0.86,-0.886,-0.907,-0.92,-0.926,-0.924,-0.913,-0.895,-0.869,-0.835,-0.795,-0.75,-0.7,-0.648,-0.597,-0.549,-0.504,-0.463,
REMI v3.1,Population,Natural Growth,Kitsap County,All Ages (0-100),White-NonHispanic,Thousands,0.519,0.473,0.542,0.472,0.465,0.546,0.472,0.281,0.292,0.23,0.072,0.249,0.058,0.059,0.12,0.134,-0.03,-0.149,-0.201,-0.602,-0.924,-0.392,-0.45,-0.514,-0.584,-0.658,-0.736,-0.815,-0.896,-0.975,-1.051,-1.125,-1.194,-1.258,-1.316,-1.368,-1.414,-1.457,-1.496,-1.53,-1.56,-1.587,-1.608,-1.624,-1.634,-1.64,-1.64,-1.637,-1.626,-1.611,-1.593,-1.569,-1.543,-1.513,-1.48,-1.446,-1.411,-1.376,-1.342,-1.311,
REMI v3.1,Population,Natural Growth,Kitsap County,All Ages (0-100),Black-NonHispanic,Thousands,0.087,0.078,0.09,0.075,0.066,0.072,0.057,0.048,0.052,0.044,0.049,0.059,0.053,0.046,0.053,0.061,0.05,0.053,0.049,0.056,0.034,0.038,0.039,0.038,0.038,0.038,0.038,0.037,0.036,0.035,0.033,0.031,0.028,0.025,0.022,0.019,0.015,0.012,0.008,0.005,0.001,-0.002,-0.005,-0.007,-0.01,-0.011,-0.013,-0.013,-0.014,-0.014,-0.014,-0.013,-0.012,-0.01,-0.008,-0.006,-0.005,-0.003,-0.001,0,
REMI v3.1,Population,Natural Growth,Kitsap County,All Ages (0-100),Other-NonHispanic,Thousands,0.345,0.361,0.361,0.299,0.313,0.354,0.346,0.347,0.396,0.397,0.421,0.399,0.369,0.386,0.356,0.422,0.385,0.31,0.404,0.476,0.41,0.47,0.473,0.48,0.482,0.483,0.483,0.482,0.482,0.481,0.48,0.481,0.479,0.479,0.476,0.472,0.467,0.458,0.447,0.434,0.425,0.415,0.406,0.399,0.391,0.387,0.383,0.383,0.384,0.388,0.395,0.405,0.417,0.432,0.448,0.466,0.482,0.497,0.51,0.523,
REMI v3.1,Population,Natural Growth,Kitsap County,All Ages (0-100),Hispanic,Thousands,0.236,0.248,0.278,0.303,0.281,0.321,0.305,0.333,0.357,0.347,0.386,0.402,0.382,0.357,0.357,0.308,0.429,0.489,0.452,0.423,0.403,0.412,0.409,0.406,0.402,0.399,0.396,0.393,0.39,0.386,0.382,0.378,0.373,0.369,0.364,0.36,0.357,0.354,0.351,0.35,0.348,0.348,0.347,0.346,0.345,0.345,0.344,0.344,0.343,0.343,0.343,0.343,0.342,0.342,0.34,0.339,0.337,0.334,0.33,0.325,
REMI v3.1,Population,Natural Growth,Pierce County,All Ages (0-100),All Races,Thousands,4.855,4.645,4.559,4.829,4.704,5.549,5.806,5.645,6.154,5.446,5.081,5.721,5.104,5.485,5.143,5.358,4.582,4.515,4.139,3.491,2.108,4.06,3.98,3.899,3.796,3.672,3.535,3.378,3.207,3.031,2.859,2.698,2.542,2.4,2.274,2.161,2.052,1.946,1.83,1.718,1.604,1.497,1.401,1.313,1.228,1.153,1.09,1.042,1.008,0.995,0.998,1.019,1.058,1.118,1.192,1.273,1.355,1.43,1.495,1.544,
REMI v3.1,Population,Natural Growth,Pierce County,All Ages (0-100),White-NonHispanic,Thousands,1.897,1.547,1.408,1.369,1.389,1.852,1.885,1.682,1.898,1.375,0.981,1.605,1.171,1.298,0.889,0.944,0.349,0.34,0.008,-0.663,-1.458,-0.019,-0.14,-0.27,-0.416,-0.576,-0.746,-0.927,-1.116,-1.301,-1.484,-1.659,-1.824,-1.974,-2.109,-2.23,-2.341,-2.444,-2.545,-2.636,-2.723,-2.803,-2.877,-2.943,-3.001,-3.053,-3.093,-3.127,-3.148,-3.158,-3.16,-3.152,-3.135,-3.108,-3.076,-3.038,-3.002,-2.967,-2.935,-2.912,
REMI v3.1,Population,Natural Growth,Pierce County,All Ages (0-100),Black-NonHispanic,Thousands,0.516,0.505,0.477,0.445,0.408,0.448,0.451,0.427,0.438,0.392,0.348,0.364,0.353,0.375,0.37,0.373,0.308,0.31,0.328,0.336,0.18,0.276,0.265,0.253,0.241,0.229,0.217,0.204,0.19,0.174,0.159,0.145,0.129,0.115,0.101,0.089,0.077,0.067,0.056,0.046,0.036,0.027,0.02,0.013,0.006,0.001,-0.004,-0.008,-0.011,-0.011,-0.01,-0.007,-0.002,0.006,0.014,0.022,0.031,0.038,0.044,0.049,
REMI v3.1,Population,Natural Growth,Pierce County,All Ages (0-100),Other-NonHispanic,Thousands,1.356,1.43,1.309,1.317,1.308,1.449,1.519,1.591,1.791,1.761,1.709,1.664,1.659,1.671,1.751,1.831,1.65,1.594,1.855,2.046,1.77,2.026,2.061,2.098,2.129,2.151,2.171,2.183,2.194,2.199,2.209,2.225,2.237,2.247,2.26,2.271,2.277,2.28,2.276,2.269,2.259,2.251,2.25,2.248,2.242,2.242,2.24,2.245,2.25,2.262,2.278,2.298,2.325,2.36,2.401,2.446,2.49,2.529,2.564,2.596,
REMI v3.1,Population,Natural Growth,Pierce County,All Ages (0-100),Hispanic,Thousands,1.086,1.162,1.366,1.698,1.598,1.799,1.951,1.945,2.027,1.918,2.043,2.088,1.921,2.141,2.132,2.21,2.275,2.271,1.949,1.772,1.615,1.776,1.795,1.819,1.842,1.868,1.894,1.917,1.938,1.959,1.975,1.987,2,2.012,2.022,2.032,2.038,2.043,2.043,2.038,2.032,2.023,2.009,1.995,1.981,1.963,1.946,1.931,1.916,1.902,1.889,1.88,1.87,1.861,1.852,1.844,1.837,1.83,1.822,1.811,
REMI v3.1,Population,Natural Growth,Snohomish County,All Ages (0-100),All Races,Thousands,4.762,4.463,4.37,4.602,4.345,4.881,5.217,5.364,5.21,4.778,4.231,4.2,4.477,4.376,4.579,4.755,4.313,4.218,4.048,3.496,1.989,3.882,3.765,3.662,3.549,3.411,3.25,3.071,2.895,2.725,2.565,2.422,2.291,2.172,2.066,1.967,1.865,1.756,1.64,1.515,1.38,1.235,1.094,0.959,0.823,0.702,0.591,0.493,0.413,0.349,0.301,0.265,0.238,0.22,0.209,0.205,0.198,0.19,0.175,0.152,
REMI v3.1,Population,Natural Growth,Snohomish County,All Ages (0-100),White-NonHispanic,Thousands,2.683,2.232,1.875,1.918,1.666,1.866,1.905,1.797,1.715,1.478,1.09,1.05,1.214,1.186,1.215,1.181,0.769,0.738,0.521,-0.022,-1.118,0.248,0.113,-0.024,-0.169,-0.327,-0.501,-0.685,-0.87,-1.05,-1.226,-1.395,-1.553,-1.701,-1.839,-1.967,-2.091,-2.214,-2.333,-2.446,-2.556,-2.667,-2.771,-2.867,-2.956,-3.036,-3.105,-3.165,-3.21,-3.244,-3.268,-3.283,-3.291,-3.291,-3.286,-3.276,-3.266,-3.255,-3.245,-3.24,
REMI v3.1,Population,Natural Growth,Snohomish County,All Ages (0-100),Black-NonHispanic,Thousands,0.175,0.171,0.177,0.197,0.206,0.24,0.262,0.273,0.253,0.207,0.203,0.188,0.206,0.218,0.221,0.269,0.234,0.264,0.241,0.242,0.178,0.222,0.215,0.208,0.201,0.194,0.186,0.177,0.169,0.159,0.15,0.141,0.133,0.125,0.118,0.111,0.105,0.097,0.09,0.082,0.074,0.066,0.057,0.047,0.036,0.026,0.015,0.004,-0.008,-0.019,-0.031,-0.042,-0.052,-0.062,-0.072,-0.081,-0.091,-0.099,-0.107,-0.115,
REMI v3.1,Population,Natural Growth,Snohomish County,All Ages (0-100),Other-NonHispanic,Thousands,1.024,1.105,1.108,1.127,1.114,1.227,1.352,1.415,1.472,1.491,1.31,1.359,1.437,1.42,1.474,1.556,1.578,1.623,1.668,1.8,1.58,1.92,1.91,1.909,1.902,1.883,1.859,1.833,1.81,1.794,1.788,1.793,1.802,1.817,1.838,1.863,1.887,1.912,1.932,1.943,1.949,1.948,1.948,1.948,1.941,1.937,1.932,1.929,1.926,1.923,1.923,1.922,1.92,1.917,1.914,1.91,1.904,1.895,1.881,1.865,
REMI v3.1,Population,Natural Growth,Snohomish County,All Ages (0-100),Hispanic,Thousands,0.88,0.955,1.209,1.36,1.359,1.547,1.699,1.879,1.77,1.603,1.628,1.603,1.62,1.551,1.669,1.749,1.731,1.594,1.618,1.476,1.35,1.492,1.527,1.57,1.615,1.661,1.706,1.746,1.786,1.822,1.853,1.882,1.909,1.931,1.949,1.96,1.964,1.961,1.951,1.935,1.913,1.889,1.861,1.831,1.802,1.775,1.749,1.725,1.705,1.689,1.676,1.668,1.662,1.657,1.653,1.652,1.65,1.649,1.646,1.641,
REMI v3.1,Population,Retired Migrants - Total,Region,All Ages (0-100),All Races,Thousands,-0.951,-0.942,-0.938,-0.951,-0.966,-0.999,-1.033,-1.082,-1.165,-1.285,-1.387,-1.48,-1.662,-1.79,-1.917,-2.044,-2.164,-2.235,-2.291,-2.364,-2.462,-2.467,-2.511,-2.557,-2.601,-2.639,-2.677,-2.693,-2.723,-2.752,-2.758,-2.734,-2.71,-2.701,-2.722,-2.782,-2.851,-2.873,-2.864,-2.846,-2.837,-2.836,-2.874,-2.926,-2.981,-3.063,-3.175,-3.313,-3.472,-3.614,-3.775,-3.938,-4.092,-4.248,-4.425,-4.618,-4.804,-4.94,-5.038,-5.091,
REMI v3.1,Population,Retired Migrants - Total,Region,All Ages (0-100),White-NonHispanic,Thousands,-0.849,-0.834,-0.824,-0.83,-0.839,-0.862,-0.883,-0.922,-0.996,-1.099,-1.184,-1.259,-1.416,-1.517,-1.611,-1.706,-1.796,-1.842,-1.873,-1.919,-1.98,-1.956,-1.982,-2.009,-2.035,-2.053,-2.069,-2.068,-2.077,-2.087,-2.076,-2.039,-1.999,-1.968,-1.966,-1.99,-2.015,-2,-1.957,-1.908,-1.872,-1.841,-1.84,-1.854,-1.87,-1.901,-1.957,-2.026,-2.107,-2.174,-2.255,-2.336,-2.414,-2.49,-2.571,-2.65,-2.727,-2.771,-2.794,-2.786,
REMI v3.1,Population,Retired Migrants - Total,Region,All Ages (0-100),Black-NonHispanic,Thousands,0.016,0.015,0.014,0.013,0.013,0.012,0.01,0.01,0.008,0.007,0.004,0.001,-0.003,-0.007,-0.011,-0.016,-0.02,-0.023,-0.027,-0.03,-0.038,-0.063,-0.065,-0.066,-0.067,-0.067,-0.07,-0.07,-0.066,-0.064,-0.062,-0.057,-0.055,-0.053,-0.049,-0.047,-0.048,-0.047,-0.045,-0.042,-0.04,-0.04,-0.042,-0.043,-0.046,-0.05,-0.054,-0.061,-0.073,-0.082,-0.095,-0.104,-0.112,-0.119,-0.128,-0.137,-0.143,-0.149,-0.156,-0.157,
REMI v3.1,Population,Retired Migrants - Total,Region,All Ages (0-100),Other-NonHispanic,Thousands,-0.129,-0.134,-0.139,-0.146,-0.152,-0.161,-0.172,-0.181,-0.188,-0.202,-0.214,-0.228,-0.247,-0.268,-0.294,-0.319,-0.344,-0.366,-0.386,-0.408,-0.429,-0.428,-0.443,-0.458,-0.471,-0.487,-0.503,-0.518,-0.536,-0.555,-0.571,-0.585,-0.6,-0.619,-0.643,-0.672,-0.708,-0.739,-0.769,-0.798,-0.822,-0.847,-0.876,-0.906,-0.941,-0.982,-1.028,-1.081,-1.14,-1.199,-1.257,-1.318,-1.378,-1.44,-1.517,-1.611,-1.705,-1.78,-1.838,-1.884,
